SNID,SURVEY,RA,DECL,SUBCLASS,REDSHIFT_FINAL,SIGMA_Z,LOG_HOSTMASS,GRIZ_MU,GRIZ_MU_ERR,GRIZ_AV,GRIZ_AV_ERR,GRIZ_THETA,GRIZ_THETA_ERR,GRIZ_T0,GRIZ_T0_ERR,GRIZ_REDCHI2,GRI_MU,GRI_MU_ERR,GRI_T0,GRI_T0_ERR,GRI_THETA,GRI_THETA_ERR,GRI_AV,GRI_AV_ERR,Z_MU,Z_MU_ERR,Z_THETA,Z_THETA_ERR,N_G_OBS,FIRST_G_OBS,N_R_OBS,FIRST_R_OBS,N_I_OBS,FIRST_I_OBS,N_Z_OBS,FIRST_Z_OBS
2020acbc,YSE,64.171879,-24.834947,SNIa-norm,0.1288408996599908,0.000103,-9999.0,38.6875334,0.17506077922950075,0.12958325331905102,0.11954953800414508,-0.28315029539,0.7276735196362568,59197.3434,2.274343078781247,0.18362357841125118,38.688051,0.17173143008488587,59197.2483,2.530446029853233,-0.28547967403999996,0.7339296888944667,0.1435149091177,0.13027583311016747,38.863721399999996,0.3198872560794506,-0.03011699304,0.9707090134009023,2,59191.41,2,59189.37,1,59191.41,1,59189.38
2020aciz,YSE,150.840602,2.838874,SNIa-norm,0.124540257780601,-9999.0,-9999.0,38.2821912,0.09878905993357776,0.0906788234345,0.08621542521822816,0.9026632777,0.466682589600263,59202.869399999996,1.2479036982074854,1.0351163692250591,38.316986,0.10078962627175467,59202.5315,1.4879105315844836,0.766835724778,0.4582580365269628,0.0809839712832,0.0745152054760051,38.2833909,0.16156876841515494,-0.015339567400000014,1.012982952152464,5,59200.58,3,59200.58,3,59207.59,1,59205.58
2020acjy,YSE,159.724213,-0.941819,SNIa-norm,0.0748972143922313,1.08e-05,-9999.0,37.4615613,0.07376089161818745,0.10642403078000001,0.06947889905658111,0.380050846266,0.33178454396069024,59205.3124,1.2605975725820726,0.48384090734864277,37.424986499999996,0.10400612754905347,59205.409799999994,1.2379272838096276,0.3947876683539999,0.33961814649481337,0.1380688189184,0.08545450517053355,37.5766201,0.11709775124224218,0.284797061209,0.9661532627492617,4,59205.58,3,59208.55,3,59212.64,3,59205.59
2020acmi,YSE,54.667625,-27.196842,SNIa-norm,0.05462218799380203,-9999.0,-9999.0,38.022657099999996,0.4416424802366616,0.4382205883548,0.30623858804705895,0.25009033518,1.0413893511423447,59204.3558,1.374804116956334,2.2491068978146735,38.0837812,0.4275172081759516,59204.4221,1.3878190047696366,0.110106567724,0.9676526123573143,0.41245919054800007,0.30392757114269847,nan,nan,nan,nan,1,59198.37,1,59198.37,0,nan,0,nan
2020acmm,YSE,9.21435,2.170323,SNIa-norm,0.05854903794811276,-9999.0,-9999.0,36.57446430000001,0.11843113212120368,0.12823623539100001,0.11673389712832133,-0.5094132099099999,0.7552107176292527,59210.3995,2.7647223639997565,0.010754302419854072,36.5814851,0.11533996006584195,59210.225,2.510954997605465,-0.51093385929,0.7706238353733158,0.11823827227199998,0.10004032608813163,nan,nan,nan,nan,0,nan,1,59213.21,1,59213.22,0,nan
2020acts,YSE,89.469735,-21.552356,SNIa-norm,0.06067744372675313,-9999.0,-9999.0,37.0485967,0.05959976240816742,0.087608819419,0.06842872447800749,-1.1378059095000002,0.4144917819507683,59211.150299999994,0.3479941235135039,0.368821686397023,37.03029870000001,0.07056595757381881,59211.205799999996,0.3716266405951709,-1.16930230044,0.47143437853623443,0.10190558692500001,0.08176020868387048,36.969258,0.16503425552290654,0.04196352213,1.0030687440711439,2,59206.41,4,59208.43,5,59206.41,1,59220.39
2020acxb,YSE,52.719265,-2.014202,SNIa-norm,0.14755914906972079,-9999.0,-9999.0,38.7466263,0.26347578457670456,0.212351328079,0.19481968914312509,0.42788425178,0.8427015419780813,59202.262200000005,2.0345542902562017,0.13436781578114496,38.726641300000004,0.2579061150967731,59202.179,2.0906503772749723,0.452844488525,0.8023144215494176,0.22671777684400002,0.2077358902521718,nan,nan,nan,nan,2,59194.33,1,59194.33,1,59198.37,0,nan
2020acxg,YSE,66.618154,-20.846117,SNIa-91T-like,0.1760969583831225,-9999.0,-9999.0,39.2362883,0.2903077444938561,0.17373892599450003,0.16878538553187225,0.07157437471999999,0.8658517993002736,59201.020599999996,2.9397849649252006,0.0672350321242032,39.2385279,0.3008243143623699,59201.1958,2.72591312407424,-0.012294826587000006,1.0201482458581193,0.16722254032800002,0.155414013275321,nan,nan,nan,nan,2,59191.41,2,59189.37,1,59191.41,0,nan
2020add,YSE,155.009404,6.631779,SNIa-norm,0.10893399459702219,1.6e-05,-9999.0,38.4564629,0.0957519978569116,0.27369876755999994,0.09923900315568673,-0.258388061663,0.4718273726135356,58871.5265,0.6923205543676907,0.770435551062098,38.4518316,0.10272472205579335,58871.52909999999,0.7633892781536702,-0.24240439295,0.4918353227723744,0.26866326848,0.10473197985479434,nan,nan,nan,nan,5,58865.49,0,nan,4,58865.49,0,nan
2020adkc,YSE,154.081739,-1.516317,SNIa-norm,0.0915964670465459,0.000213,10.51618766784668,37.6795395,0.07611329272702647,0.114988515302,0.07629356026796139,-0.8855444259999999,0.23846150193894725,59218.17459999999,0.569328411375906,0.7532080343972264,37.6768437,0.07862775159134332,59218.212400000004,0.5884779010294862,-0.8291432452,0.24269949803407195,0.10063338093900001,0.07396171339418707,37.752602599999996,0.12881249773698203,-0.6301122656392,0.7890039704866145,4,59230.6,7,59208.55,4,59212.64,3,59208.54
2020adlp,YSE,121.756457,39.707651,SNIa-norm,0.07937637977537113,9.13e-06,-9999.0,37.5575163,0.09277333649443682,0.091731853062,0.07910464746887788,-1.048543147,0.2433346319583207,59220.255099999995,1.6770968934441954,0.5296983758613318,37.542706300000006,0.10268176328009763,59219.7237,1.7057456756503226,-1.1291685200000001,0.24501194753633462,0.10145424047099999,0.08799928703991616,37.620242100000006,0.16602788120550713,0.05350770683500001,0.9833401695132167,0,nan,6,59226.45,3,59237.4,2,59244.5
2020aekp,YSE,235.797458,17.813111,SNIa-CSM,0.04613941955804639,-9999.0,-9999.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,0,nan,0,nan
2020aeqm,YSE,135.264454,23.286108,SNIa-norm,0.04200292456990362,1.05e-05,-9999.0,36.138232300000006,0.08010146806838168,1.2648023400000001,0.08708730511116072,-0.8203923600999999,0.27160264785537663,59223.9732,0.7761196814924941,0.11728585843184973,36.1506831,0.07931787821412012,59224.0259,0.7516243676197749,-0.8228161023,0.2584288676534823,1.2608555240000001,0.08400696098575061,nan,nan,nan,nan,4,59219.44,3,59228.61,3,59219.44,0,nan
2020aeqp,YSE,187.34065,31.254522,SNIa-norm,0.06109193047144636,-9999.0,9.341796296910632,37.0351216,0.06613393314660783,0.11886253774299999,0.06546734172523445,-0.7968664953,0.19839156893004845,59219.8028,0.7092053017285498,1.115847367512028,37.031170100000004,0.07209900384880503,59219.5778,0.75021807496218,-0.8706562779999999,0.20211972126628985,0.12805580542449999,0.07461901794435066,37.072667499999994,0.07963861145041395,-0.32732238863999996,0.6146841326064257,10,59220.63,17,59220.63,18,59220.63,11,59220.63
2020ann,YSE,150.697742,3.599569,SNIa-norm,0.08052260607570054,-9999.0,-9999.0,37.8701948,0.08888019662984553,0.175614260364,0.08693542799860664,-0.7734159875709999,0.43508761160476517,58882.4086,0.8168757800301735,0.5010378488859525,37.8302327,0.09067635568719105,58882.2153,0.8206801508504925,-0.316524418502,0.4121977572713598,0.1566606066,0.0842072826082997,37.534393599999994,0.41556312812741214,0.025197665726899996,0.9677464370971575,3,58875.46,3,58878.49,3,58875.47,1,58919.37
